subj,prop,obj,question,answers_list
Édouard Vaillant,place of birth,Vierzon,In what city was Édouard Vaillant born?,['Vierzon']
Gerhard Ludwig,place of birth,Berlin,In what city was Gerhard Ludwig born?,"['Berlin', 'Berlin, Germany', 'Berlin (Germany)', 'DE-BE']"
James A. Peters,place of birth,Durant,In what city was James A. Peters born?,"['Durant', 'Durant, Iowa']"
Francisco María Oreamuno Bonilla,place of birth,Cartago,In what city was Francisco María Oreamuno Bonilla born?,"['Cartago', 'Cartago, Costa Rica']"
Martin Simonson,place of birth,Gothenburg,In what city was Martin Simonson born?,"['Gothenburg', 'Göteborg']"
Roger Mendy,place of birth,Dakar,In what city was Roger Mendy born?,['Dakar']
Naziah Ali,place of birth,Fiji,In what city was Naziah Ali born?,"['Fiji', 'Republic of Fiji', 'fj', '🇫🇯', 'FIJ', 'Republic of the Fiji Islands']"
Anthony Gale,place of birth,Toronto,In what city was Anthony Gale born?,"['Toronto', 'City of Toronto', 'The Six', 'T-O', 'The 416', 'Hogtown']"
Louis Kasekende,place of birth,Uganda,In what city was Louis Kasekende born?,"['Uganda', 'Republic of Uganda', 'ug', '🇺🇬', 'UGA']"
Shinji Hamazaki,place of birth,Kure,In what city was Shinji Hamazaki born?,['Kure']
Henry Soames,place of birth,Brighton,In what city was Henry Soames born?,"['Brighton', 'Brighthelmston', 'Brighthelmstone', 'Brighton, East Sussex', 'Brighton, England']"
Karl Bartholomaeus Heller,place of birth,Moravia,In what city was Karl Bartholomaeus Heller born?,['Moravia']
Yoshifumi Tajima,place of birth,Kōbe,In what city was Yoshifumi Tajima born?,"['Kōbe', 'Kobe, Japan', 'Kobe']"
Azharullah,place of birth,Burewala,In what city was Azharullah born?,['Burewala']
Javier Suárez,place of birth,Madrid,In what city was Javier Suárez born?,"['Madrid', 'City of Madrid', 'Madrid, Spain']"
Anatoly Georgievich Ufimtsev,place of birth,Kursk,In what city was Anatoly Georgievich Ufimtsev born?,['Kursk']
Rogers McKee,place of birth,Shelby,In what city was Rogers McKee born?,"['Shelby', 'Shelby, North Carolina']"
Bruce Charles Heezen,place of birth,Vinton,In what city was Bruce Charles Heezen born?,"['Vinton', 'Vinton, Iowa']"
Alexandros Matsas,place of birth,Athens,In what city was Alexandros Matsas born?,['Athens']
Michele Tenore,place of birth,Naples,In what city was Michele Tenore born?,"['Naples', 'Napoli', 'Neapolis']"
Hans Tikkanen,place of birth,Karlstad,In what city was Hans Tikkanen born?,['Karlstad']
Kazuhiro Suzuki,place of birth,Tokyo,In what city was Kazuhiro Suzuki born?,"['Tokyo', 'Tōkyō', 'Tôkyô', 'Tokyo-to', 'Tokyo Metropolitan prefecture', 'Tōkyō-to', 'Tôkyô-to', 'Tokyo Metropolis', 'Tokio', 'Tokyo Prefecture']"
John Mitchell,place of birth,Dickson,In what city was John Mitchell born?,"['Dickson', 'Dickson, Tennessee']"
Jim Roland,place of birth,Franklin,In what city was Jim Roland born?,"['Franklin', 'Franklin, North Carolina']"
Marcellus Stearns,place of birth,Lovell,In what city was Marcellus Stearns born?,"['Lovell', 'Lovell, Maine']"
Egbert van der Poel,place of birth,Delft,In what city was Egbert van der Poel born?,['Delft']
Gösta Eriksson,place of birth,Vaxholm,In what city was Gösta Eriksson born?,['Vaxholm']
Rob Lukachyk,place of birth,Jersey City,In what city was Rob Lukachyk born?,"['Jersey City', 'Jersey City, New Jersey']"
Don Reid,place of birth,Staunton,In what city was Don Reid born?,"['Staunton', 'Staunton, Virginia']"
Pierre-Yves Barré,place of birth,Paris,In what city was Pierre-Yves Barré born?,"['Paris', 'City of Light', 'Paris, France']"
Todd Sieben,place of birth,Geneseo,In what city was Todd Sieben born?,"['Geneseo', 'Geneseo, Illinois']"
John Edward Campbell,place of birth,Lisburn,In what city was John Edward Campbell born?,['Lisburn']
Louis Joseph Troost,place of birth,Paris,In what city was Louis Joseph Troost born?,"['Paris', 'City of Light', 'Paris, France']"
Klaus Wunder,place of birth,Erfurt,In what city was Klaus Wunder born?,['Erfurt']
Heiko Balz,place of birth,Burg,In what city was Heiko Balz born?,"['Burg', 'Burg bei Magdeburg', 'Burg (bei Magdeburg)', 'Burg (b Magdeburg)', 'Stadt Burg']"
Margot Shumway,place of birth,Cincinnati,In what city was Margot Shumway born?,"['Cincinnati', 'Cincy', 'Cincinnati, Ohio', 'Cinti', 'Cincinnati, OH', 'Cin City']"
Norbert Grund,place of birth,Prague,In what city was Norbert Grund born?,"['Prague', 'Praha', 'Hlavní město Praha', 'City of Prague']"
Vitaliy Sobko,place of birth,Kharkiv,In what city was Vitaliy Sobko born?,"['Kharkiv', 'Kharkov', 'Chárkiv', 'Harkov', ""Khar'kov"", 'Kharkoff']"
Mikael Eriksson,place of birth,Karlskoga,In what city was Mikael Eriksson born?,['Karlskoga']
James W. Owens,place of birth,Franklin County,In what city was James W. Owens born?,"['Franklin County', 'Franklin County, Indiana']"
John Johnson,place of birth,LaGrange,In what city was John Johnson born?,"['LaGrange', 'LaGrange, Georgia', 'La Grange']"
Rodger Stevens,place of birth,Brooklyn,In what city was Rodger Stevens born?,"['Brooklyn', 'Brooklyn, New York']"
Cooper Smeaton,place of birth,Carleton Place,In what city was Cooper Smeaton born?,['Carleton Place']
Liam Carroll,place of birth,Kinnitty,In what city was Liam Carroll born?,['Kinnitty']
Wellington Santos da Silva,place of birth,Guarulhos,In what city was Wellington Santos da Silva born?,['Guarulhos']
George Chambers,place of birth,Kimberley,In what city was George Chambers born?,"['Kimberley', 'Kimberley, Nottinghamshire']"
Corey Bramlet,place of birth,Wheatland,In what city was Corey Bramlet born?,"['Wheatland', 'Wheatland, Wyoming']"
Cloe Elmo,place of birth,Lecce,In what city was Cloe Elmo born?,['Lecce']
Marie-Hélène Aubert,place of birth,Nantes,In what city was Marie-Hélène Aubert born?,['Nantes']
Johann Gregor Memhardt,place of birth,Linz,In what city was Johann Gregor Memhardt born?,['Linz']
Franghískos Papamanólis,place of birth,Ano Syros,In what city was Franghískos Papamanólis born?,['Ano Syros']
Juan Landázuri Ricketts,place of birth,Arequipa,In what city was Juan Landázuri Ricketts born?,['Arequipa']
hamza koudri,place of birth,Mila,In what city was hamza koudri born?,['Mila']
Stig Kleven,place of birth,Notodden,In what city was Stig Kleven born?,['Notodden']
Li Huai Min,place of birth,Hong Kong,In what city was Li Huai Min born?,"['Hong Kong', 'HKSAR', 'HKG', 'HK', 'Hong Kong SAR', 'China Hong Kong', 'Hong Kong, China', 'hk', 'Hong Kong SAR, China', '🇭🇰', 'Hong Kong Special Administrative Region', 'Hongkong', 'xiang gang']"
Richard Rawlinson,place of birth,London,In what city was Richard Rawlinson born?,"['London', 'London, UK', 'London, United Kingdom', 'London, England', 'Modern Babylon']"
Valérie Létard,place of birth,Orchies,In what city was Valérie Létard born?,['Orchies']
Florian Reichstädter,place of birth,Vienna,In what city was Florian Reichstädter born?,"['Vienna', 'Wien', 'Vienna, Austria', 'W']"
Jean-Georges Lefranc de Pompignan,place of birth,Montauban,In what city was Jean-Georges Lefranc de Pompignan born?,"['Montauban', 'Rive-Civique']"
Brad Goddard,place of birth,Lucan Biddulph,In what city was Brad Goddard born?,['Lucan Biddulph']
Bill Fellowes,place of birth,Bradford,In what city was Bill Fellowes born?,"['Bradford', 'Bradford, Yorkshire']"
Full Force,genre,power metal,What genre is Full Force?,['power metal']
Ilona,genre,rock music,What genre is Ilona?,"['rock music', 'rock and roll', 'rock', 'Rock']"
Black President,genre,punk rock,What genre is Black President?,"['punk rock', 'punk', 'punk music']"
David Allan,genre,history painting,What genre is David Allan?,"['history painting', 'historical painting', 'historical art']"
Drive On,genre,pop music,What genre is Drive On?,"['pop music', 'pop', 'Pop']"
The Details,genre,indie rock,What genre is The Details?,"['indie rock', 'Independent rock', 'Indie Rock']"
The Cross,genre,documentary film,What genre is The Cross?,"['documentary film', 'documentary movie', 'doc', 'film documentary', 'motion picture documentary', 'documentary', 'factual film']"
Lanemeyer,genre,pop punk,What genre is Lanemeyer?,"['pop punk', 'punk-pop', 'pop-punk']"
Out of the Blue,genre,musical film,What genre is Out of the Blue?,"['musical film', 'musical movie']"
Everything,genre,J-pop,What genre is Everything?,"['J-pop', 'Japanese pop', 'jpop']"
Afsporet,genre,film noir,What genre is Afsporet?,['film noir']
Valvin Roane,genre,rhythm and blues,What genre is Valvin Roane?,"['rhythm and blues', 'R&B', 'RnB', 'RNB', 'R and B', 'R & B']"
Intersect,genre,puzzle video game,What genre is Intersect?,"['puzzle video game', 'puzzle game', 'Puzzle video games', 'puzzle/jigsaw video game']"
Noise,genre,trip hop,What genre is Noise?,"['trip hop', 'Bristol sound', 'trip-hop']"
Removal,genre,experimental music,What genre is Removal?,"['experimental music', 'Experimental']"
Mother,genre,rock music,What genre is Mother?,"['rock music', 'rock and roll', 'rock', 'Rock']"
Galaxy,genre,jazz,What genre is Galaxy?,"['jazz', 'jazz music', 'jass', 'jas', 'jaz', 'Jazz']"
Spice,genre,pop rock,What genre is Spice?,"['pop rock', 'pop/rock', 'pop-rock']"
Unknown,genre,fantasy,What genre is Unknown?,"['fantasy', 'fantasy fiction']"
Delivery,genre,progressive rock,What genre is Delivery?,"['progressive rock', 'prog-rock', 'prog', 'classical rock', 'symphonic rock', 'art rock', 'progressive pop', 'prog rock', 'Progressive Rock']"
Umbrella,genre,documentary film,What genre is Umbrella?,"['documentary film', 'documentary movie', 'doc', 'film documentary', 'motion picture documentary', 'documentary', 'factual film']"
Tomato,genre,alternative rock,What genre is Tomato?,"['alternative rock', 'alternative music', 'alt-rock', 'alternative', 'alt rock', 'pop/rock', 'Alternative Rock']"
Roper,genre,pop punk,What genre is Roper?,"['pop punk', 'punk-pop', 'pop-punk']"
Erin Beck,genre,pop music,What genre is Erin Beck?,"['pop music', 'pop', 'Pop']"
Reach,genre,country music,What genre is Reach?,"['country music', 'country and western', 'country & western', 'country', 'Nashville sound']"
The Shapes,genre,punk rock,What genre is The Shapes?,"['punk rock', 'punk', 'punk music']"
Turn to the Right,genre,comedy-drama,What genre is Turn to the Right?,"['comedy-drama', 'dramedy', 'comedic drama', 'tragicomedy', 'seriocomedy', 'comedy drama', 'dramatic comedy', 'Comedy-drama, dramedy']"
Benjamin Speed,genre,indie pop,What genre is Benjamin Speed?,"['indie pop', 'indie pop music', 'indie-pop', 'indiepop']"
Dag Stokke,genre,hard rock,What genre is Dag Stokke?,['hard rock']
No Man Friday,genre,science fiction,What genre is No Man Friday?,"['science fiction', 'SF', 'scifi', 'sci Fi', 'sci-Fi', 'science-fiction', 'sci fi', 'sciencefiction']"
The Wake,genre,gothic rock,What genre is The Wake?,"['gothic rock', 'goth rock', 'goth', 'Gothic rock', 'Goth rock', 'Gothic Rock']"
The Gang,genre,thriller,What genre is The Gang?,"['thriller', 'suspense', 'thriller television program', 'thriller TV program', 'thriller television show', 'thriller TV show', 'suspense television program', 'suspense TV program', 'suspense television show', 'suspense TV show']"
The Scalawag Bunch,genre,swashbuckler film,What genre is The Scalawag Bunch?,"['swashbuckler film', 'swashbuckler movie', 'cloak-and-dagger movie']"
Hope,genre,espionage novel,What genre is Hope?,"['espionage novel', 'spy novel', 'espionage literature']"
The Off Season,genre,horror film,What genre is The Off Season?,"['horror film', 'horror movie']"
Elias Childe,genre,landscape art,What genre is Elias Childe?,"['landscape art', 'landscape painting', 'landscape']"
The Complex,genre,punk rock,What genre is The Complex?,"['punk rock', 'punk', 'punk music']"
Question and Answer,genre,science fiction,What genre is Question and Answer?,"['science fiction', 'SF', 'scifi', 'sci Fi', 'sci-Fi', 'science-fiction', 'sci fi', 'sciencefiction']"
Passenger,genre,industrial metal,What genre is Passenger?,"['industrial metal', 'Industrial Metal']"
The Thorn in the Heart,genre,documentary film,What genre is The Thorn in the Heart?,"['documentary film', 'documentary movie', 'doc', 'film documentary', 'motion picture documentary', 'documentary', 'factual film']"
Nevada,genre,Western film,What genre is Nevada?,"['Western film', 'western film', 'western genre', 'Western']"
André Duchesne,genre,experimental music,What genre is André Duchesne?,"['experimental music', 'Experimental']"
Memorial,genre,jazz,What genre is Memorial?,"['jazz', 'jazz music', 'jass', 'jas', 'jaz', 'Jazz']"
ARB,genre,rock music,What genre is ARB?,"['rock music', 'rock and roll', 'rock', 'Rock']"
Bryan Spring,genre,jazz,What genre is Bryan Spring?,"['jazz', 'jazz music', 'jass', 'jas', 'jaz', 'Jazz']"
Dogs,genre,rock music,What genre is Dogs?,"['rock music', 'rock and roll', 'rock', 'Rock']"
Arthur William Devis,genre,history painting,What genre is Arthur William Devis?,"['history painting', 'historical painting', 'historical art']"
Demon,genre,science fiction,What genre is Demon?,"['science fiction', 'SF', 'scifi', 'sci Fi', 'sci-Fi', 'science-fiction', 'sci fi', 'sciencefiction']"
Frames,genre,progressive rock,What genre is Frames?,"['progressive rock', 'prog-rock', 'prog', 'classical rock', 'symphonic rock', 'art rock', 'progressive pop', 'prog rock', 'Progressive Rock']"
Operation Sabotage,genre,interactive fiction,What genre is Operation Sabotage?,"['interactive fiction', 'text adventure', 'interactive book video game', 'Interactive eBooks', 'Interactive fiction']"
Released,genre,progressive rock,What genre is Released?,"['progressive rock', 'prog-rock', 'prog', 'classical rock', 'symphonic rock', 'art rock', 'progressive pop', 'prog rock', 'Progressive Rock']"
Darkness,genre,hard rock,What genre is Darkness?,['hard rock']
Blackbirds at Bangpleng,genre,horror film,What genre is Blackbirds at Bangpleng?,"['horror film', 'horror movie']"
The Gap,genre,comedy-drama,What genre is The Gap?,"['comedy-drama', 'dramedy', 'comedic drama', 'tragicomedy', 'seriocomedy', 'comedy drama', 'dramatic comedy', 'Comedy-drama, dramedy']"
The Amazing Catfish,genre,comedy-drama,What genre is The Amazing Catfish?,"['comedy-drama', 'dramedy', 'comedic drama', 'tragicomedy', 'seriocomedy', 'comedy drama', 'dramatic comedy', 'Comedy-drama, dramedy']"
Chaotic,genre,novella,What genre is Chaotic?,['novella']
terminal,genre,rock music,What genre is terminal?,"['rock music', 'rock and roll', 'rock', 'Rock']"
Flare,genre,J-pop,What genre is Flare?,"['J-pop', 'Japanese pop', 'jpop']"
A Brokedown Melody,genre,documentary film,What genre is A Brokedown Melody?,"['documentary film', 'documentary movie', 'doc', 'film documentary', 'motion picture documentary', 'documentary', 'factual film']"
Miracle,genre,jazz,What genre is Miracle?,"['jazz', 'jazz music', 'jass', 'jas', 'jaz', 'Jazz']"
Brain Slaves,genre,neo-psychedelia,What genre is Brain Slaves?,['neo-psychedelia']
The New World,genre,documentary film,What genre is The New World?,"['documentary film', 'documentary movie', 'doc', 'film documentary', 'motion picture documentary', 'documentary', 'factual film']"
McKendree Long,genre,portrait,What genre is McKendree Long?,"['portrait', 'portraiture', 'portrait art']"
Genesis,genre,folk rock,What genre is Genesis?,"['folk rock', 'Folk Rock']"
Settle,genre,indie rock,What genre is Settle?,"['indie rock', 'Independent rock', 'Indie Rock']"
Free & Easy,genre,J-pop,What genre is Free & Easy?,"['J-pop', 'Japanese pop', 'jpop']"
Target,genre,Western film,What genre is Target?,"['Western film', 'western film', 'western genre', 'Western']"
Meltdown,genre,experimental rock,What genre is Meltdown?,"['experimental rock', 'avant-garde rock', 'avant rock']"
The Divorce,genre,comedy film,What genre is The Divorce?,"['comedy film', 'comedy movie']"
Magic Music,genre,J-pop,What genre is Magic Music?,"['J-pop', 'Japanese pop', 'jpop']"
Bullet,genre,horror literature,What genre is Bullet?,"['horror literature', 'mystery fiction', 'mysteries', 'mystery', 'mystery books', 'mystery literature', 'detective and mystery fiction']"
Hand Held,genre,documentary film,What genre is Hand Held?,"['documentary film', 'documentary movie', 'doc', 'film documentary', 'motion picture documentary', 'documentary', 'factual film']"
At Sunset,genre,pop rock,What genre is At Sunset?,"['pop rock', 'pop/rock', 'pop-rock']"
Bakkushan,genre,indie rock,What genre is Bakkushan?,"['indie rock', 'Independent rock', 'Indie Rock']"
The Flip,genre,jazz,What genre is The Flip?,"['jazz', 'jazz music', 'jass', 'jas', 'jaz', 'Jazz']"
Marty Marsala,genre,jazz,What genre is Marty Marsala?,"['jazz', 'jazz music', 'jass', 'jas', 'jaz', 'Jazz']"
Qian Du,genre,landscape art,What genre is Qian Du?,"['landscape art', 'landscape painting', 'landscape']"
Crime as Forgiven by Against Me!,genre,folk punk,What genre is Crime as Forgiven by Against Me!?,"['folk punk', 'rogue folk', 'Folk Punk']"
Deadline,genre,thriller,What genre is Deadline?,"['thriller', 'suspense', 'thriller television program', 'thriller TV program', 'thriller television show', 'thriller TV show', 'suspense television program', 'suspense TV program', 'suspense television show', 'suspense TV show']"
Get Happy with the Randy Weston Trio,genre,jazz,What genre is Get Happy with the Randy Weston Trio?,"['jazz', 'jazz music', 'jass', 'jas', 'jaz', 'Jazz']"
C. L. Blast,genre,soul music,What genre is C. L. Blast?,"['soul music', 'soul', 'Soul']"
Jacks,genre,psychedelic rock,What genre is Jacks?,"['psychedelic rock', 'acid rock', 'psy rock', 'psyrock', 'psychedelia']"
To Mother,genre,J-pop,What genre is To Mother?,"['J-pop', 'Japanese pop', 'jpop']"
The Splatters,genre,puzzle video game,What genre is The Splatters?,"['puzzle video game', 'puzzle game', 'Puzzle video games', 'puzzle/jigsaw video game']"
Mountains,genre,blues rock,What genre is Mountains?,"['blues rock', 'Blues Rock']"
Ylana of Callisto,genre,science fiction,What genre is Ylana of Callisto?,"['science fiction', 'SF', 'scifi', 'sci Fi', 'sci-Fi', 'science-fiction', 'sci fi', 'sciencefiction']"
