category,word,question,generated,expected
director,Elmer Clifton,Who was the director of Boots?,"I couldn't find any information on a director named Elmer Clifton directing a film called ""Boots"".",Elmer Clifton
screenwriter,Charlie Chaplin,Who was the screenwriter for Recreation?,I am unable to verify who the screenwriter for Recreation was.,Charlie Chaplin
religion,Catholic Church,What is the religion of Giacinto Berloco?,I couldn't find any information on Giacinto Berloco.,Catholic Church
director,Harry Hurwitz,Who was the director of Auditions?,Harry Hurwitz was the director of Auditions.,Harry Hurwitz
director,Straub-Huillet,Who was the director of History Lessons?,The director of History Lessons is Danièle Huillet and Jean-Marie Straub.,Straub-Huillet
director,Kon Ichikawa,Who was the director of The Heart?,Kon Ichikawa was the director of The Heart.,Kon Ichikawa
screenwriter,Carlo Vanzina,Who was the screenwriter for The Gamble?,"I am sorry, I do not have information on who the screenwriter for The Gamble is.",Carlo Vanzina
occupation,troubadour,What is Guillem Ramon de Gironella's occupation?,I couldn't find any information on Guillem Ramon de Gironella.,troubadour
father,Matthew Boulton,Who is the father of Matthew Robinson Boulton?,I do not have information on the father of Matthew Boulton.,Matthew Boulton
author,Tobias Wolff,Who is the author of The Barracks Thief?,Tobias Wolff is the author of The Barracks Thief.,Tobias Wolff
author,Terrence McNally,Who is the author of Next?,"I'm not aware of any information about a work called ""Next"" by Terrence McNally. However, I do know that Terrence McNally is a playwright and librettist, and one of his notable works is a musical called ""Kiss of the Spider Woman"" and another one called ""Kiss of",Terrence McNally
screenwriter,Jean-Pierre Mocky,Who was the screenwriter for Le Mentor?,"I am sorry, but I do not have information on who the screenwriter for Le Mentor was.",Jean-Pierre Mocky
sport,association football,What sport does Mustafa Keçeli play?,I couldn't find any information about Mustafa Keçeli in the provided context.,association football
genre,death metal,What genre is Creepmime?,"I couldn't find any information on the genre of the band ""Creepmime"".",death metal
screenwriter,Anders Thomas Jensen,Who was the screenwriter for The New Tenants?,Anders Thomas Jensen was the screenwriter for The New Tenants.,Anders Thomas Jensen
producer,Thurston Moore,Who was the producer of The Best Day?,"I'm sorry, but I do not have access to a search engine to verify the producer of The Best Day by Thurston Moore.",Thurston Moore
genre,J-pop,What genre is Rumi Shishido?,I couldn't find any information on Rumi Shishido.,J-pop
screenwriter,Lewis Milestone,Who was the screenwriter for The Teaser?,"I couldn't find any information on a film called ""The Teaser"" written by Lewis Milestone.",Lewis Milestone
sport,association football,What sport does Ito play?,Association football.,association football
screenwriter,Franco Brusati,Who was the screenwriter for Disorder?,I am unable to verify who the screenwriter for Disorder was.,Franco Brusati
director,Tim Minear,Who was the director of A New World?,"I couldn't find any information on a film or show called ""A New World"" directed by Tim Minear.",Tim Minear
composer,John Lennon,Who was the composer of New York City?,"John Lennon was the composer of ""New York City.""",John Lennon
screenwriter,Tony Gatlif,Who was the screenwriter for Swing?,"I am sorry, but I do not have information on who the screenwriter for the film ""Swing"" by Tony Gatlif was.",Tony Gatlif
producer,Herbert Wilcox,Who was the producer of Sunny?,Herbert Wilcox was the producer of Sunny.,Herbert Wilcox
country,Bosnia and Herzegovina,In what country is Gornji Davidovići?,Bosnia and Herzegovina,Bosnia and Herzegovina
author,Isaac Asimov,Who is the author of History?,"I'm not finding any information in the context about the author of ""History"". However, I can tell you that Isaac Asimov was a science fiction author.",Isaac Asimov
author,Mickey Spillane,Who is the author of The Snake?,"I couldn't find any information about a book called ""The Snake"" written by Mickey Spillane.",Mickey Spillane
screenwriter,Ebrahim Hatamikia,Who was the screenwriter for Che?,"I couldn't find any information about a film called ""Che"" with a screenwriter named Ebrahim Hatamikia.",Ebrahim Hatamikia
sport,association football,What sport does Stavros Stathakis play?,I couldn't find any information about a person named Stavros Stathakis in the context of association football.,association football
producer,Mary Pickford,Who was the producer of Less Than the Dust?,I am unable to verify the producer of Less Than the Dust.,Mary Pickford
author,Ali Smith,Who is the author of There But For The?,Ali Smith is the author of There But For The.,Ali Smith
place of birth,Vienna,In what city was Florian Reichstädter born?,I couldn't find any information on a person named Florian Reichstädter.,Vienna
place of birth,Ibadan,In what city was Olatubosun Oladapo born?,I do not have information on Olatubosun Oladapo's birthplace.,Ibadan
occupation,graphic designer,What is Bedřich Feigl's occupation?,I couldn't find any information about a well-known graphic designer named Bedřich Feigl.,graphic designer
author,Julia Ward Howe,Who is the author of The Hermaphrodite?,I am unable to verify who the author of The Hermaphrodite is.,Julia Ward Howe
composer,Joe Hisaishi,Who was the composer of Toki o Kakeru Shōjo?,Joe Hisaishi was the composer of Toki o Kakeru Shōjo.,Joe Hisaishi
author,Bruce Cordell,Who is the author of Darkvision?,Bruce Cordell is the author of Darkvision.,Bruce Cordell
capital,Huamachuco,What is the capital of Sánchez Carrión Province?,Huamachuco is the capital of Sánchez Carrión Province.,Huamachuco
screenwriter,Tod Browning,Who was the screenwriter for Drifting?,I am unable to verify the screenwriter for Drifting.,Tod Browning
screenwriter,Atom Egoyan,Who was the screenwriter for Calendar?,"I couldn't find any information about a film called ""Calendar"" directed by Atom Egoyan.",Atom Egoyan
sport,association football,What sport does Romário Baldé play?,I couldn't find any information about a person named Romário Baldé in the context of association football.,association football
composer,Vernon Duke,Who was the composer of Ziegfeld Follies of 1936?,Vernon Duke was the composer of Ziegfeld Follies of 1936.,Vernon Duke
author,Christopher Bulis,Who is the author of State of Change?,The author of State of Change is Christopher Bulis.,Christopher Bulis
genre,J-pop,What genre is To Mother?,"I couldn't find any information about the specific song ""To Mother"" in the provided context. However, I can tell you that To Mother is a song by Japanese singer-songwriter Utada Hikaru.",J-pop
director,Jack Conway,Who was the director of The Only Thing?,"I'm sorry, I do not have information on a film called ""The Only Thing"" directed by Jack Conway.",Jack Conway
occupation,politician,"What is Sir Thomas Clarges, 3rd Baronet's occupation?","Sir Thomas Clarges, 3rd Baronet was a politician.",politician
occupation,photographer,What is Władysław Sławny's occupation?,Władysław Sławny's occupation is a photographer.,photographer
screenwriter,Sinclair Lewis,Who was the screenwriter for The Unpainted Woman?,I am unable to verify who the screenwriter for The Unpainted Woman was.,Sinclair Lewis
sport,association football,What sport does Andrés Bottiglieri play?,I couldn't find any information about Andrés Bottiglieri.,association football
place of birth,Philadelphia,In what city was David Harris Willson born?,I couldn't find any information on a person named David Harris Willson.,Philadelphia
country,Iran,In what country is Khafr County?,I couldn't find any information on Khafr County.,Iran
author,Benedict XVI,Who is the author of Truth and Tolerance?,"I am unable to verify the author of ""Truth and Tolerance"".",Benedict XVI
author,Hank Wesselman,Who is the author of Visionseeker: Shared Wisdom from the Place of Refuge?,Hank Wesselman is the author of Visionseeker: Shared Wisdom from the Place of Refuge.,Hank Wesselman
director,Rebecca Harrell Tickell,Who was the director of Pump?,I am unable to verify who directed the film Pump.,Josh Tickell
producer,Carroll Ballard,Who was the producer of Harvest?,"I'm sorry, I do not have information on who produced the film ""Harvest"" directed by Carroll Ballard.",Carroll Ballard
occupation,singer-songwriter,What is Thomas Jefferson Kaye's occupation?,Thomas Jefferson Kaye is a record producer.,record producer
country,Thailand,In what country is Seed 97.5 FM?,I do not have information on Seed 97.5 FM.,Thailand
producer,Charles Laughton,Who was the producer of Vessel of Wrath?,"I'm sorry, but I do not have information on the producer of Vessel of Wrath.",Charles Laughton
father,Zhang Jun,Who is the father of Zhang Tianxi?,I cannot verify who Zhang Tianxi's father is.,Zhang Jun
country,Poland,In what country is Miętkie-Kolonia?,I couldn't find any information on Miętkie-Kolonia.,Poland
occupation,politician,What is Alexander Gadolin's occupation?,I couldn't find any information on an individual named Alexander Gadolin being a well-known politician.,politician
country,Germany,In what country is Bell?,"I couldn't find any information about a place called ""Bell"" in the context of Germany.",Germany
genre,indie pop,What genre is Benjamin Speed?,"I couldn't find any information on a well-known artist or band named ""Benjamin Speed"" in the indie pop genre.",indie pop
